Read data

Using cosine_similarity
Training set dimensions: (4136, 50140)
Test set dimensions: (1035, 50140)
Obtained best accuracy 0.9690821256038648 for 54 neighbors

              precision    recall  f1-score   support

         Ham       0.96      0.99      0.98       731
        Spam       0.98      0.91      0.94       304

    accuracy                           0.97      1035
   macro avg       0.97      0.95      0.96      1035
weighted avg       0.97      0.97      0.97      1035


 Accuracy v/s number of neighbors table

1 		 0.9584541062801932 
101 		 0.9536231884057971 
201 		 0.9333333333333333 
301 		 0.9082125603864735 
401 		 0.8840579710144928 
501 		 0.8666666666666667 
601 		 0.8473429951690822 
701 		 0.8328502415458937 
801 		 0.8202898550724638 
901 		 0.8193236714975846 
1001 		 0.7971014492753623 
1101 		 0.7884057971014493 
1201 		 0.7777777777777778 
1301 		 0.7690821256038647 
1401 		 0.7536231884057971 
1501 		 0.7458937198067633 
1601 		 0.740096618357488 
1701 		 0.7352657004830918 
1801 		 0.7314009661835749 
1901 		 0.7314009661835749 
2001 		 0.7304347826086957 
2101 		 0.7285024154589372 
2201 		 0.7285024154589372 
2301 		 0.7275362318840579 
2401 		 0.7275362318840579 
2501 		 0.7275362318840579 
2601 		 0.7275362318840579 
2701 		 0.7275362318840579 
2801 		 0.7265700483091787 
2901 		 0.7265700483091787 
3001 		 0.7265700483091787 
3101 		 0.7256038647342995 
3201 		 0.7256038647342995 
3301 		 0.7256038647342995 
3401 		 0.7256038647342995 
3501 		 0.7256038647342995 
3601 		 0.7256038647342995 
3701 		 0.7256038647342995 
3801 		 0.7256038647342995 
3901 		 0.7256038647342995 
4001 		 0.7256038647342995 
4101 		 0.7256038647342995 
Done
